Id,ItemType,IconName,Price,BP,EquipEffect,EquipPower,ThrowPower,ThrowEffect,NaturalGiftPower,NaturalGiftType,PluckEffect,MachineWaza,SortNum,ItemGroup,GroupID,FieldPocket,FieldFunctionType,BattleFunctionType,BattleUseLost,BattleBagSelect,BattleBagSelectTarget,NoSpend,SetToPoke,SlotMaxNum,WorkType,WorkCommon,WorkEffectGuard,WorkCritical,WorkAttack,WorkDefense,WorkSpeed,WorkAccuracy,WorkSpAttack,WorkSpDefense,WorkLevel,WorkPpSelTgt,WorkPpRcv,WorkPpUp,WorkStatusLimitCtrl,WorkStatusHp,WorkStatusAtk,WorkStatusDef,WorkStatusSpd,WorkStatusSAtk,WorkStatusSDef,WorkFriendly1,WorkFriendly2,WorkFriendly3,WorkRecvSleep,WorkRecvPoison,WorkRecvBurn,WorkRecvFreeze,WorkRecvParalyze,WorkRecvConfuse,WorkRecvMero,WorkRecvPower,WorkRevival,WorkEvolutional,WorkRecvNemuke,WorkRecvTousyou,WorkWazaDrunk,WorkAvoidUp,WorkOffenseUp,WorkOffDefInv
11,ITEMTYPE_BALL,item_011,3000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,13,ITEMGROUP_BALL,10,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,10,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ITEMTYPE_BALL,item_012,20,1,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,4,ITEMGROUP_BALL,11,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,11,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,ITEMTYPE_BALL,item_013,1000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,9,ITEMGROUP_BALL,12,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,12,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,ITEMTYPE_BALL,item_014,300,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,5,ITEMGROUP_BALL,13,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,13,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,ITEMTYPE_BALL,item_015,1000,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,11,ITEMGROUP_BALL,14,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,14,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,ITEMTYPE_BALL,item_016,0,0,SOUBI_NONE,0,0,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,25,ITEMGROUP_BALL,15,FPOCKET_BALL,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,15,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,ITEMTYPE_DRUG,item_017,200,0,SOUBI_NONE,20,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,0,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
18,ITEMTYPE_DRUG,item_018,200,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,18,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,ITEMTYPE_DRUG,item_019,200,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,20,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,ITEMTYPE_DRUG,item_020,200,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,21,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,ITEMTYPE_DRUG,item_021,200,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,22,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,ITEMTYPE_DRUG,item_022,200,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,19,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,ITEMTYPE_DRUG,item_023,3000,0,SOUBI_NONE,255,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,4,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,255,0,0,1,1,0,0,0,0
24,ITEMTYPE_DRUG,item_024,2500,0,SOUBI_NONE,255,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,3,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0
25,ITEMTYPE_DRUG,item_025,1500,0,SOUBI_NONE,120,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,2,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
26,ITEMTYPE_DRUG,item_026,700,0,SOUBI_NONE,60,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,1,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
27,ITEMTYPE_DRUG,item_027,400,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,25,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
28,ITEMTYPE_DRUG,item_028,2000,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,5,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1,0,0,0,0,0,0,0
29,ITEMTYPE_DRUG,item_029,4000,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,6,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1,0,0,0,0,0,0,0
30,ITEMTYPE_DRUG,item_030,200,0,SOUBI_NONE,30,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,9,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
31,ITEMTYPE_DRUG,item_031,300,0,SOUBI_NONE,50,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,10,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
32,ITEMTYPE_DRUG,item_032,400,0,SOUBI_NONE,70,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,11,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
33,ITEMTYPE_DRUG,item_033,600,0,SOUBI_NONE,100,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,12,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
34,ITEMTYPE_DRUG,item_034,500,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,13,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,-5,-5,-10,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
35,ITEMTYPE_DRUG,item_035,1200,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,14,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,-10,-10,-15,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
36,ITEMTYPE_DRUG,item_036,300,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,15,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,-5,-5,-10,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
37,ITEMTYPE_DRUG,item_037,2800,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,16,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,-15,-15,-20,0,0,0,0,0,0,0,255,1,0,0,0,0,0,0,0
38,ITEMTYPE_DRUG,item_038,1200,0,SOUBI_NONE,10,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,34,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_SINGLE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ITEMTYPE_DRUG,item_039,2000,0,SOUBI_NONE,255,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,35,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_SINGLE,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,ITEMTYPE_DRUG,item_040,3000,0,SOUBI_NONE,10,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,36,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_OVERALL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ITEMTYPE_DRUG,item_041,4500,0,SOUBI_NONE,255,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,37,ITEMGROUP_NONE,0,FPOCKET_DRUG,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_OVERALL,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,ITEMTYPE_DRUG,item_045,10000,2,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,13,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,10,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,ITEMTYPE_DRUG,item_046,10000,2,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,14,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,10,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,ITEMTYPE_DRUG,item_047,10000,2,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,15,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,10,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,ITEMTYPE_DRUG,item_048,10000,2,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,16,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,10,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ITEMTYPE_DRUG,item_049,10000,2,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,17,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,10,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,ITEMTYPE_DRUG,item_050,10000,20,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,4,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,1,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,ITEMTYPE_DRUG,item_051,10000,10,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,11,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,ITEMTYPE_DRUG,item_052,10000,2,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,18,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ITEMTYPE_DRUG,item_053,10000,0,SOUBI_NONE,0,30,FALSE,0,18,TUIBAMU_NONE,WAZA_NULL,12,ITEMGROUP_NONE,0,FPOCKET_OTHER,FIELDFUNC_RECOVER,BTLFUNC_NONE,FALSE,FALSE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
