ItemName,Price,EquipEffect,EquipPower,PluckEffect,ThrowEffect,ThrowPower,NaturalGiftPower,NaturalGiftType,prevent_toss,selectable,FieldPocket,battlePocket,fieldUseFunc,battleUseFunc,partyUse,WorkRecvSleep,WorkRecvPoison,WorkRecvBurn,WorkRecvFreeze,WorkRecvParalyze,WorkRecvConfuse,inf_heal,guard_spec,revive,revive_all,WorkLevel,evolve,WorkAttack,WorkDefense,WorkSpAttack,spdef_stages,WorkSpeed,WorkAccuracy,WorkCritical,WorkPpUp,WorkPpRcv,hp_restore,hp_ev_up,atk_ev_up,def_ev_up,speed_ev_up,spatk_ev_up,spdef_ev_up,friendship_mod_lo,friendship_mod_med,friendship_mod_hi,WorkStatusHp,WorkStatusAtk,WorkStatusDef,WorkStatusSpd,WorkStatusSAtk,WorkStatusSDef,hp_restore_param,pp_restore_param,friendship_mod_lo_param,friendship_mod_med_param,friendship_mod_hi_param
ITEM_TIMER_BALL,1000,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_LUXURY_BALL,3000,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_PREMIER_BALL,20,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_DUSK_BALL,1000,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_HEAL_BALL,300,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_QUICK_BALL,1000,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_CHERISH_BALL,200,0,0,0,0,0,0,31,FALSE,FALSE,POCKET_BALLS,BATTLE_POCKET_POKE_BALLS,0,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_POTION,200,0,20,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,20,0,0,0,0
ITEM_ANTIDOTE,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_BURN_HEAL,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_ICE_HEAL,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_AWAKENING,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_PARALYZE_HEAL,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_FULL_RESTORE,3000,0,255,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE | BATTLE_POCKET_STATUS_HEALERS,1,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,255,0,0,0,0
ITEM_MAX_POTION,2500,0,255,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,255,0,0,0,0
ITEM_HYPER_POTION,1500,0,200,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,200,0,0,0,0
ITEM_SUPER_POTION,700,0,50,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,50,0,0,0,0
ITEM_FULL_HEAL,400,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_REVIVE,2000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,254,0,0,0,0
ITEM_MAX_REVIVE,4000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,255,0,0,0,0
ITEM_FRESH_WATER,200,0,50,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,50,0,0,0,0
ITEM_SODA_POP,300,0,60,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,60,0,0,0,0
ITEM_LEMONADE,400,0,80,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,80,0,0,0,0
ITEM_MOOMOO_MILK,600,0,100,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,100,0,0,0,0
ITEM_ENERGY_POWDER,500,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,50,0,-5,-5,-10
ITEM_ENERGY_ROOT,1200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,200,0,-10,-10,-15
ITEM_HEAL_POWDER,300,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,-5,-5,-10
ITEM_REVIVAL_HERB,2800,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,255,0,-15,-15,-20
ITEM_ETHER,1200,0,10,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_PP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,10,0,0,0
ITEM_MAX_ETHER,2000,0,255,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_PP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,127,0,0,0
ITEM_ELIXIR,3000,0,10,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_PP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,10,0,0,0
ITEM_MAX_ELIXIR,4500,0,255,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_PP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,127,0,0,0
ITEM_LAVA_COOKIE,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_BERRY_JUICE,100,HOLD_EFFECT_HP_RESTORE,20,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_HP_RESTORE,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,20,0,0,0,0
ITEM_SACRED_ASH,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,255,0,0,0,0
ITEM_HP_UP,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,0,0,0,0,0,0,0,5,3,2
ITEM_PROTEIN,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,10,0,0,0,0,0,0,5,3,2
ITEM_IRON,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,10,0,0,0,0,0,5,3,2
ITEM_CARBOS,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,10,0,0,0,0,5,3,2
ITEM_CALCIUM,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,10,0,0,0,5,3,2
ITEM_RARE_CANDY,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,5,3,2
ITEM_PP_UP,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,5,3,2
ITEM_ZINC,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,10,0,0,5,3,2
ITEM_PP_MAX,10000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_NONE,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,5,3,2
ITEM_OLD_GATEAU,200,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_MEDICINE,BATTLE_POCKET_STATUS_HEALERS,1,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0
ITEM_GUARD_SPEC,1500,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_BATTLE_ITEMS,BATTLE_POCKET_BATTLE_ITEMS,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,1,0
ITEM_DIRE_HIT,1000,0,0,0,0,30,0,31,FALSE,FALSE,POCKET_BATTLE_ITEMS,BATTLE_POCKET_BATTLE_ITEMS,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,1,0
