Id,ItemName,ItemType,IconName,Price,BP,EquipEffect,EquipPower,ThrowPower,ThrowEffect,NaturalGiftPower,NaturalGiftType,PluckEffect,MachineWaza,SortNum,ItemGroup,GroupID,FieldPocket,FieldFunctionType,BattleFunctionType,BattleUseLost,BattleBagSelect,BattleBagSelectTarget,NoSpend,SetToPoke,SlotMaxNum,WorkType,WorkCommon,WorkEffectGuard,WorkCritical,WorkAttack,WorkDefense,WorkSpeed,WorkAccuracy,WorkSpAttack,WorkSpDefense,WorkLevel,WorkPpSelTgt,WorkPpRcv,WorkPpUp,WorkStatusLimitCtrl,WorkStatusHp,WorkStatusAtk,WorkStatusDef,WorkStatusSpd,WorkStatusSAtk,WorkStatusSDef,WorkFriendly1,WorkFriendly2,WorkFriendly3,WorkRecvSleep,WorkRecvPoison,WorkRecvBurn,WorkRecvFreeze,WorkRecvParalyze,WorkRecvConfuse,WorkRecvMero,WorkRecvPower,WorkRevival,WorkEvolutional,WorkRecvNemuke,WorkRecvTousyou,WorkWazaDrunk,WorkAvoidUp,WorkOffenseUp,WorkOffDefInv,prevent_toss,selectable,battlePocket,fieldUseFunc,battleUseFunc,inf_heal,guard_spec,revive,revive_all,evolve,spdef_stages,hp_restore,hp_ev_up,atk_ev_up,def_ev_up,speed_ev_up,spatk_ev_up,spdef_ev_up,friendship_mod_lo,friendship_mod_med,friendship_mod_hi,hp_restore_param,pp_restore_param,friendship_mod_lo_param,friendship_mod_med_param,friendship_mod_hi_param
10,ITEM_TIMER_BALL,ITEMTYPE_BALL,item_010,1000,0,0,0,0,0,0,31,0,WAZA_NULL,10,ITEMGROUP_BALL,9,POCKET_BALLS,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,9,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_POKE_BALLS,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
11,ITEM_LUXURY_BALL,ITEMTYPE_BALL,item_011,1000,0,0,0,0,0,0,31,0,WAZA_NULL,13,ITEMGROUP_BALL,10,POCKET_BALLS,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,10,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_POKE_BALLS,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
12,ITEM_PREMIER_BALL,ITEMTYPE_BALL,item_012,200,1,0,0,0,0,0,31,0,WAZA_NULL,4,ITEMGROUP_BALL,11,POCKET_BALLS,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,11,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_POKE_BALLS,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
13,ITEM_DUSK_BALL,ITEMTYPE_BALL,item_013,1000,0,0,0,0,0,0,31,0,WAZA_NULL,9,ITEMGROUP_BALL,12,POCKET_BALLS,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,12,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_POKE_BALLS,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
14,ITEM_HEAL_BALL,ITEMTYPE_BALL,item_014,300,0,0,0,0,0,0,31,0,WAZA_NULL,5,ITEMGROUP_BALL,13,POCKET_BALLS,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,13,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_POKE_BALLS,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
15,ITEM_QUICK_BALL,ITEMTYPE_BALL,item_015,1000,0,0,0,0,0,0,31,0,WAZA_NULL,11,ITEMGROUP_BALL,14,POCKET_BALLS,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,14,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_POKE_BALLS,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
16,ITEM_CHERISH_BALL,ITEMTYPE_BALL,item_016,200,0,0,0,0,0,0,31,0,WAZA_NULL,25,ITEMGROUP_BALL,15,POCKET_BALLS,FIELDFUNC_NONE,BTLFUNC_BALL,FALSE,TRUE,FALSE,FALSE,TRUE,999,WORKTYPE_OTHER,15,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_POKE_BALLS,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
17,ITEM_POTION,ITEMTYPE_DRUG,item_017,300,0,0,20,30,0,0,31,0,WAZA_NULL,0,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,20,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_HP_RESTORE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,0,0,0,0
18,ITEM_ANTIDOTE,ITEMTYPE_DRUG,item_018,100,0,0,0,30,0,0,31,0,WAZA_NULL,18,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
19,ITEM_BURN_HEAL,ITEMTYPE_DRUG,item_019,250,0,0,0,30,0,0,31,0,WAZA_NULL,20,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
20,ITEM_ICE_HEAL,ITEMTYPE_DRUG,item_020,250,0,0,0,30,0,0,31,0,WAZA_NULL,21,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
21,ITEM_AWAKENING,ITEMTYPE_DRUG,item_021,250,0,0,0,30,0,0,31,0,WAZA_NULL,22,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
22,ITEM_PARALYZE_HEAL,ITEMTYPE_DRUG,item_022,200,0,0,0,30,0,0,31,0,WAZA_NULL,19,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
23,ITEM_FULL_RESTORE,ITEMTYPE_DRUG,item_023,3000,0,0,255,30,0,0,31,0,WAZA_NULL,4,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,255,0,0,1,1,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_HP_RESTORE | BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,255,0,0,0,0
24,ITEM_MAX_POTION,ITEMTYPE_DRUG,item_024,2500,0,0,255,30,0,0,31,0,WAZA_NULL,3,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,255,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_HP_RESTORE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,255,0,0,0,0
25,ITEM_HYPER_POTION,ITEMTYPE_DRUG,item_025,1200,0,0,200,30,0,0,31,0,WAZA_NULL,2,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,120,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_HP_RESTORE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,200,0,0,0,0
26,ITEM_SUPER_POTION,ITEMTYPE_DRUG,item_026,700,0,0,50,30,0,0,31,0,WAZA_NULL,1,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,60,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_HP_RESTORE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,0
27,ITEM_FULL_HEAL,ITEMTYPE_DRUG,item_027,600,0,0,0,30,0,0,31,0,WAZA_NULL,25,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,1,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
28,ITEM_REVIVE,ITEMTYPE_DRUG,item_028,1500,0,0,0,30,0,0,31,0,WAZA_NULL,5,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,254,1,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,254,0,0,0,0
29,ITEM_MAX_REVIVE,ITEMTYPE_DRUG,item_029,4000,0,0,0,30,0,0,31,0,WAZA_NULL,6,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,255,1,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_STATUS_HEALERS,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,255,0,0,0,0
30,ITEM_FRESH_WATER,ITEMTYPE_DRUG,item_030,200,0,0,50,30,0,0,31,0,WAZA_NULL,9,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,30,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_HP_RESTORE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,0
31,ITEM_SODA_POP,ITEMTYPE_DRUG,item_031,300,0,0,60,30,0,0,31,0,WAZA_NULL,10,ITEMGROUP_NONE,0,POCKET_MEDICINE,FIELDFUNC_RECOVER,BTLFUNC_RECOVER,FALSE,TRUE,TRUE,FALSE,TRUE,999,WORKTYPE_EffectPokemon,0,0,0,0,0,0,0,0,0,0,WORKPPSEL_NONE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,50,0,0,0,0,0,0,0,0,FALSE,FALSE,BATTLE_POCKET_HP_RESTORE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,0,0,0,0
