437,0x32ad
438,0xaba7
439,0x993a
440,0xaa22
441,0xa4d7
442,0x9764
443,0x307c
444,0x49b7
445,0x2b0a
446,0x472b
447,0x2406
448,0x240a
449,0x241e
450,0x2412
451,0xa417
452,0x4727
453,0xcf10
454,0x3964
455,0x2e13
456,0x141e
457,0x9417
458,0x941b
459,0x142e
460,0x4723
461,0x4f31
462,0x9965
463,0xae32
464,0x0406
465,0x041e
466,0x843f
467,0x473f
468,0xcfd0
469,0xf964
470,0x2ed3
471,0x7406
472,0x741e
473,0xf417
474,0x742e
475,0x473b
476,0x4ff1
477,0xaef2
478,0x641e
479,0xe417
480,0x642e
481,0xe43f
482,0x6436
483,0x4737
484,0x4f91
485,0x3965
486,0xae92
487,0x5406
488,0xd417
489,0x542e
490,0xd43f
491,0x4733
492,0x9964
493,0x2eb3
494,0x4406
495,0x440a
496,0x440e
497,0x4412
498,0x4416
499,0x441a
500,0x441e
501,0x441e
502,0x4412
503,0x4416
504,0x440a
505,0x440e
506,0x4402
507,0x4406
508,0x442e
509,0xc427
510,0x4436
511,0x1f83
512,0x470f
513,0xce50
514,0xf967
515,0x2f53
516,0xb41e
517,0xb42e
518,0x343f
519,0x470b
520,0xaf72
521,0x432f
522,0xb427
523,0xb43f
524,0x3436
525,0xb40f
526,0x3406
527,0x341e
528,0xb417
529,0x432b
530,0x6f71
531,0x5924
532,0x8e72
533,0xa427
534,0x2406
535,0x241e
536,0x2412
537,0xa417
538,0xa41b
539,0xa41f
540,0xa46f
541,0xa463
542,0x4f2f
543,0xb447
544,0xb44b
545,0xb45f
546,0xb453
547,0x3456
548,0xb46f
549,0xb463
550,0x4f2b
551,0x0f71
552,0xee72
553,0x2456
554,0xa46f
555,0x2466
556,0x4f27
557,0x0f11
558,0x39e4
559,0xee12
560,0x1456
561,0x946f
562,0x147e
563,0x9477
564,0x4f23
565,0x8f30
566,0x99e5
567,0x99e9
568,0x6e33
569,0x8447
570,0x845f
571,0x0466
572,0x4f3f
573,0x0fd1
574,0xf9e4
575,0xeed2
576,0xf45f
577,0x7466
578,0x747e
579,0xf477
580,0xf40f
581,0x4f3b
582,0x59e5
583,0x6ef3
584,0xe45f
585,0x6456
586,0xe46f
587,0x6466
588,0x646a
589,0x647e
590,0xe40f
591,0x6406
592,0xec4f
593,0xec43
594,0xec47
595,0xec5b
596,0xec5f
597,0xec53
598,0xec57
599,0x6c46
600,0x6c5e
601,0x6c52
602,0x6c56
603,0x5fc3
604,0x4f37
605,0x8f90
606,0x39e5
607,0x6e93
608,0x5456
609,0x5466
610,0x547e
611,0xd477
612,0x4f33
613,0x0fb1
614,0x99e4
615,0xeeb2
616,0xc45f
617,0xc46f
618,0x4466
619,0xc40f
620,0x4f0f
621,0x0e51
622,0xf9e7
623,0xf9ef
624,0xef52
625,0x345f
626,0x4f0b
627,0x2447
628,0x245f
629,0x4b2f
630,0x2f51
631,0xf9a5
632,0xce52
633,0x347e
634,0xb477
635,0xb45f
636,0x4b2b
637,0x4e73
638,0xb147
639,0x1311
640,0x1d55
641,0xf316
642,0xa10c
643,0xc338
644,0x5727
645,0x5613
646,0x8b37
647,0xb34b
648,0xb30c
649,0x0b37
650,0xb7b4
651,0xe99d
652,0xb49c
653,0xa95d
654,0xfb9a
655,0x952d
656,0xcfad
657,0x339d
658,0xcb7e
659,0xd717
660,0x11f0
661,0x65f0
662,0x8c09
663,0x9868
664,0xe7d4
665,0xd4c8
666,0x8871
667,0xf8ca
668,0x7bdb
669,0xa65d
670,0xf278
671,0xd439
672,0x3dd8
673,0x73ae
674,0xd0ca
675,0x105b
676,0x61b4
677,0x7b22
678,0x983b
679,0x440c
680,0x9402
681,0xb59e
682,0x7de7
683,0xb742
684,0xf694
685,0x58f2
686,0x0aeb
687,0x785b
688,0x37bb
689,0xc7a2
690,0xb332
691,0xadb1
692,0xd5b0
693,0xf734
694,0x0753
695,0x4fea
696,0x71ff
697,0xfb25
698,0xc68c
699,0x3298
700,0x6819
701,0x4ef1
702,0x08dd
703,0xc06f
704,0x1597
705,0x18a5
706,0x10b2
707,0x61ff
708,0xe16a
709,0x29bd
710,0x75d8
711,0xc966
712,0xf8a4
713,0xf4d4
714,0xfdd2
715,0x30d9
716,0xe53b
717,0x5fbd
718,0xd916
719,0x3329
720,0x5154
721,0x5155
722,0x5156
723,0x069b
724,0x8a40
725,0xd524
726,0x3a9c
727,0x409e
730,0x5054
731,0x5055
732,0x44be
733,0xc550
734,0x61cf
735,0x5051
736,0x111a
737,0x3043
738,0x87fc
739,0xb3a8
740,0x4313
741,0x4427
742,0x4f37
743,0x4f33
744,0x5737
745,0xd487
746,0x5733
747,0x93cb
748,0xf24c
752,0xe02a
753,0xb1b6
754,0xa6c8
755,0x60a5
756,0x302d
757,0xc0dc
758,0x1c97
759,0x1c9b
760,0x1c9f
761,0x27e9
762,0x5e31
763,0x5e3d
764,0x5e39
765,0x654f
766,0xb710
767,0xb34b
768,0x3f3b
769,0xfe5e
770,0x8ca6
771,0x9043
772,0x395b
773,0x81cc
774,0x81d4
775,0xd561
776,0x3c61
777,0x7730
778,0x3d5b
779,0xf420
780,0x8194
781,0x9dc4
782,0x8194
783,0x4da1
784,0x69a1
785,0xddf4
786,0x05e9
787,0x6d89
788,0x01b5
789,0xc1f0
790,0x71d9
791,0x19cd
792,0x09e9
793,0xf5b8
794,0xf530
795,0x1d5d
796,0x950c
797,0x852c
798,0x9eb7
799,0x9fe7
800,0xd2da
801,0xa1ac
802,0x2a25
804,0x7546
805,0x754a
806,0x754e
807,0x7552
808,0x7556
809,0x755a
810,0x755e
811,0x524b
818,0x7df2
819,0x7dfe
820,0x7dfa
821,0x7de6
822,0x7de2
824,0xb471
825,0xb47d
826,0xb479
827,0xb465
828,0xb461
829,0x5143
830,0x504a
831,0x504b
832,0x5048
833,0x5049
834,0x504e
835,0x504f
836,0x504c
837,0x504d
838,0x5042
839,0x5043
840,0x574a
841,0x574b
842,0x5748
843,0x5749
844,0x574e
845,0x574f
846,0x574c
847,0x574d
848,0x5742
849,0x5743
850,0x564a
851,0x564b
852,0x5648
853,0x5649
